timeseries,dataType
root.DianChang.d2.sensor502,FLOAT
root.DianChang.d2.sensor503,FLOAT
root.DianChang.d2.sensor504,FLOAT
root.DianChang.d2.sensor505,FLOAT
root.DianChang.d2.sensor506,FLOAT
root.DianChang.d2.sensor507,FLOAT
root.DianChang.d2.sensor508,FLOAT
root.DianChang.d2.sensor509,FLOAT
root.DianChang.d2.sensor510,FLOAT
root.DianChang.d2.sensor511,FLOAT
root.DianChang.d2.sensor512,FLOAT
root.DianChang.d2.sensor513,FLOAT
root.DianChang.d2.sensor514,FLOAT
root.DianChang.d2.sensor515,FLOAT
root.DianChang.d2.sensor516,FLOAT
root.DianChang.d2.sensor517,FLOAT
root.DianChang.d2.sensor518,FLOAT
root.DianChang.d2.sensor519,FLOAT
root.DianChang.d2.sensor520,FLOAT
root.DianChang.d2.sensor521,FLOAT
root.DianChang.d2.sensor522,FLOAT
root.DianChang.d2.sensor523,FLOAT
root.DianChang.d2.sensor524,FLOAT
root.DianChang.d2.sensor525,FLOAT
root.DianChang.d2.sensor526,FLOAT
root.DianChang.d2.sensor527,FLOAT
root.DianChang.d2.sensor528,FLOAT
root.DianChang.d2.sensor529,FLOAT
root.DianChang.d2.sensor530,FLOAT
root.DianChang.d2.sensor531,FLOAT
root.DianChang.d2.sensor532,FLOAT
root.DianChang.d2.sensor533,FLOAT
root.DianChang.d2.sensor534,FLOAT
root.DianChang.d2.sensor535,FLOAT
root.DianChang.d2.sensor536,FLOAT
root.DianChang.d2.sensor537,FLOAT
root.DianChang.d2.sensor538,FLOAT
root.DianChang.d2.sensor539,FLOAT
root.DianChang.d2.sensor540,FLOAT
root.DianChang.d2.sensor541,FLOAT
root.DianChang.d2.sensor542,FLOAT
root.DianChang.d2.sensor543,FLOAT
root.DianChang.d2.sensor544,FLOAT
root.DianChang.d2.sensor545,FLOAT
root.DianChang.d2.sensor546,FLOAT
root.DianChang.d2.sensor547,FLOAT
root.DianChang.d2.sensor548,FLOAT
root.DianChang.d2.sensor549,FLOAT
root.DianChang.d2.sensor550,FLOAT
root.DianChang.d2.sensor551,FLOAT
root.DianChang.d2.sensor552,FLOAT
root.DianChang.d2.sensor553,FLOAT
root.DianChang.d2.sensor554,FLOAT
root.DianChang.d2.sensor555,FLOAT
root.DianChang.d2.sensor556,FLOAT
root.DianChang.d2.sensor557,FLOAT
root.DianChang.d2.sensor558,FLOAT
root.DianChang.d2.sensor559,FLOAT
root.DianChang.d2.sensor560,FLOAT
root.DianChang.d2.sensor561,FLOAT
root.DianChang.d2.sensor562,FLOAT
root.DianChang.d2.sensor563,FLOAT
root.DianChang.d2.sensor564,FLOAT
root.DianChang.d2.sensor565,FLOAT
root.DianChang.d2.sensor566,FLOAT
root.DianChang.d2.sensor567,FLOAT
root.DianChang.d2.sensor568,FLOAT
root.DianChang.d2.sensor569,FLOAT
root.DianChang.d2.sensor570,FLOAT
root.DianChang.d2.sensor571,FLOAT
root.DianChang.d2.sensor572,FLOAT
root.DianChang.d2.sensor573,FLOAT
root.DianChang.d2.sensor574,FLOAT
root.DianChang.d2.sensor575,FLOAT
root.DianChang.d2.sensor576,FLOAT
root.DianChang.d2.sensor577,FLOAT
root.DianChang.d2.sensor578,FLOAT
root.DianChang.d2.sensor579,FLOAT
root.DianChang.d2.sensor580,FLOAT
root.DianChang.d2.sensor581,FLOAT
root.DianChang.d2.sensor582,FLOAT
root.DianChang.d2.sensor583,FLOAT
root.DianChang.d2.sensor584,FLOAT
root.DianChang.d2.sensor585,FLOAT
root.DianChang.d2.sensor586,FLOAT
root.DianChang.d2.sensor587,FLOAT
root.DianChang.d2.sensor588,FLOAT
root.DianChang.d2.sensor589,FLOAT
root.DianChang.d2.sensor590,FLOAT
root.DianChang.d2.sensor591,FLOAT
root.DianChang.d2.sensor592,FLOAT
root.DianChang.d2.sensor593,FLOAT
root.DianChang.d2.sensor594,FLOAT
root.DianChang.d2.sensor595,FLOAT
root.DianChang.d2.sensor596,FLOAT
root.DianChang.d2.sensor597,FLOAT
root.DianChang.d2.sensor598,FLOAT
root.DianChang.d2.sensor599,FLOAT
root.DianChang.d2.sensor600,FLOAT
root.DianChang.d2.sensor601,FLOAT
root.DianChang.d2.sensor602,FLOAT
root.DianChang.d2.sensor603,FLOAT
root.DianChang.d2.sensor604,FLOAT
root.DianChang.d2.sensor605,FLOAT
root.DianChang.d2.sensor606,FLOAT
root.DianChang.d2.sensor607,FLOAT
root.DianChang.d2.sensor608,FLOAT
root.DianChang.d2.sensor609,FLOAT
root.DianChang.d2.sensor610,FLOAT
root.DianChang.d2.sensor611,FLOAT
root.DianChang.d2.sensor612,FLOAT
root.DianChang.d2.sensor613,FLOAT
root.DianChang.d2.sensor614,FLOAT
root.DianChang.d2.sensor615,FLOAT
root.DianChang.d2.sensor616,FLOAT
root.DianChang.d2.sensor617,FLOAT
root.DianChang.d2.sensor618,FLOAT
root.DianChang.d2.sensor619,FLOAT
root.DianChang.d2.sensor620,FLOAT
root.DianChang.d2.sensor621,FLOAT
root.DianChang.d2.sensor622,FLOAT
root.DianChang.d2.sensor623,FLOAT
root.DianChang.d2.sensor624,FLOAT
root.DianChang.d2.sensor625,FLOAT
root.DianChang.d2.sensor626,FLOAT
root.DianChang.d2.sensor627,FLOAT
root.DianChang.d2.sensor628,FLOAT
root.DianChang.d2.sensor629,FLOAT
root.DianChang.d2.sensor630,FLOAT
root.DianChang.d2.sensor631,FLOAT
root.DianChang.d2.sensor632,FLOAT
root.DianChang.d2.sensor633,FLOAT
root.DianChang.d2.sensor634,FLOAT
root.DianChang.d2.sensor635,FLOAT
root.DianChang.d2.sensor636,FLOAT
root.DianChang.d2.sensor637,FLOAT
root.DianChang.d2.sensor638,FLOAT
root.DianChang.d2.sensor639,FLOAT
root.DianChang.d2.sensor640,FLOAT
root.DianChang.d2.sensor641,FLOAT
root.DianChang.d2.sensor642,FLOAT
root.DianChang.d2.sensor643,FLOAT
root.DianChang.d2.sensor644,FLOAT
root.DianChang.d2.sensor645,FLOAT
root.DianChang.d2.sensor646,FLOAT
root.DianChang.d2.sensor647,FLOAT
root.DianChang.d2.sensor648,FLOAT
root.DianChang.d2.sensor649,FLOAT
root.DianChang.d2.sensor650,FLOAT
root.DianChang.d2.sensor651,FLOAT
root.DianChang.d2.sensor652,FLOAT
root.DianChang.d2.sensor653,FLOAT
root.DianChang.d2.sensor654,FLOAT
root.DianChang.d2.sensor655,FLOAT
root.DianChang.d2.sensor656,FLOAT
root.DianChang.d2.sensor657,FLOAT
root.DianChang.d2.sensor658,FLOAT
root.DianChang.d2.sensor659,FLOAT
root.DianChang.d2.sensor660,FLOAT
root.DianChang.d2.sensor661,FLOAT
root.DianChang.d2.sensor662,FLOAT
root.DianChang.d2.sensor663,FLOAT
root.DianChang.d2.sensor664,FLOAT
root.DianChang.d2.sensor665,FLOAT
root.DianChang.d2.sensor666,FLOAT
root.DianChang.d2.sensor667,FLOAT
root.DianChang.d2.sensor668,FLOAT
root.DianChang.d2.sensor669,FLOAT
root.DianChang.d2.sensor670,FLOAT
root.DianChang.d2.sensor671,FLOAT
root.DianChang.d2.sensor672,FLOAT
root.DianChang.d2.sensor673,FLOAT
root.DianChang.d2.sensor674,FLOAT
root.DianChang.d2.sensor675,FLOAT
root.DianChang.d2.sensor676,FLOAT
root.DianChang.d2.sensor677,FLOAT
root.DianChang.d2.sensor678,FLOAT
root.DianChang.d2.sensor679,FLOAT
root.DianChang.d2.sensor680,FLOAT
root.DianChang.d2.sensor681,FLOAT
root.DianChang.d2.sensor682,FLOAT
root.DianChang.d2.sensor683,FLOAT
root.DianChang.d2.sensor684,FLOAT
root.DianChang.d2.sensor685,FLOAT
root.DianChang.d2.sensor686,FLOAT
root.DianChang.d2.sensor687,FLOAT
root.DianChang.d2.sensor688,FLOAT
root.DianChang.d2.sensor689,FLOAT
root.DianChang.d2.sensor690,FLOAT
root.DianChang.d2.sensor691,FLOAT
root.DianChang.d2.sensor692,FLOAT
root.DianChang.d2.sensor693,FLOAT
root.DianChang.d2.sensor694,FLOAT
root.DianChang.d2.sensor695,FLOAT
root.DianChang.d2.sensor696,FLOAT
root.DianChang.d2.sensor697,FLOAT
root.DianChang.d2.sensor698,FLOAT
root.DianChang.d2.sensor699,FLOAT
root.DianChang.d2.sensor700,FLOAT
root.DianChang.d2.sensor701,FLOAT
root.DianChang.d2.sensor702,FLOAT
root.DianChang.d2.sensor703,FLOAT
root.DianChang.d2.sensor704,FLOAT
root.DianChang.d2.sensor705,FLOAT
root.DianChang.d2.sensor706,FLOAT
root.DianChang.d2.sensor707,FLOAT
root.DianChang.d2.sensor708,FLOAT
root.DianChang.d2.sensor709,FLOAT
root.DianChang.d2.sensor710,FLOAT
root.DianChang.d2.sensor711,FLOAT
root.DianChang.d2.sensor712,FLOAT
root.DianChang.d2.sensor713,FLOAT
root.DianChang.d2.sensor714,FLOAT
root.DianChang.d2.sensor715,FLOAT
root.DianChang.d2.sensor716,FLOAT
root.DianChang.d2.sensor717,FLOAT
root.DianChang.d2.sensor718,FLOAT
root.DianChang.d2.sensor719,FLOAT
root.DianChang.d2.sensor720,FLOAT
root.DianChang.d2.sensor721,FLOAT
root.DianChang.d2.sensor722,FLOAT
root.DianChang.d2.sensor723,FLOAT
root.DianChang.d2.sensor724,FLOAT
root.DianChang.d2.sensor725,FLOAT
root.DianChang.d2.sensor726,FLOAT
root.DianChang.d2.sensor727,FLOAT
root.DianChang.d2.sensor728,FLOAT
root.DianChang.d2.sensor729,FLOAT
root.DianChang.d2.sensor730,FLOAT
root.DianChang.d2.sensor731,FLOAT
root.DianChang.d2.sensor732,FLOAT
root.DianChang.d2.sensor733,FLOAT
root.DianChang.d2.sensor734,FLOAT
root.DianChang.d2.sensor735,FLOAT
root.DianChang.d2.sensor736,FLOAT
root.DianChang.d2.sensor737,FLOAT
root.DianChang.d2.sensor738,FLOAT
root.DianChang.d2.sensor739,FLOAT
root.DianChang.d2.sensor740,FLOAT
root.DianChang.d2.sensor741,FLOAT
root.DianChang.d2.sensor742,FLOAT
root.DianChang.d2.sensor743,FLOAT
root.DianChang.d2.sensor744,FLOAT
root.DianChang.d2.sensor745,FLOAT
root.DianChang.d2.sensor746,FLOAT
root.DianChang.d2.sensor747,FLOAT
root.DianChang.d2.sensor748,FLOAT
root.DianChang.d2.sensor749,FLOAT
root.DianChang.d2.sensor750,FLOAT
root.DianChang.d2.sensor751,FLOAT
root.DianChang.d2.sensor752,FLOAT
root.DianChang.d2.sensor753,FLOAT
root.DianChang.d2.sensor754,FLOAT
root.DianChang.d2.sensor755,FLOAT
root.DianChang.d2.sensor756,FLOAT
root.DianChang.d2.sensor757,FLOAT
root.DianChang.d2.sensor758,FLOAT
root.DianChang.d2.sensor759,FLOAT
root.DianChang.d2.sensor760,FLOAT
root.DianChang.d2.sensor761,FLOAT
root.DianChang.d2.sensor762,FLOAT
root.DianChang.d2.sensor763,FLOAT
root.DianChang.d2.sensor764,FLOAT
root.DianChang.d2.sensor765,FLOAT
root.DianChang.d2.sensor766,FLOAT
root.DianChang.d2.sensor767,FLOAT
root.DianChang.d2.sensor768,FLOAT
root.DianChang.d2.sensor769,FLOAT
root.DianChang.d2.sensor770,FLOAT
root.DianChang.d2.sensor771,FLOAT
root.DianChang.d2.sensor772,FLOAT
root.DianChang.d2.sensor773,FLOAT
root.DianChang.d2.sensor774,FLOAT
root.DianChang.d2.sensor775,FLOAT
root.DianChang.d2.sensor776,FLOAT
root.DianChang.d2.sensor777,FLOAT
root.DianChang.d2.sensor778,FLOAT
root.DianChang.d2.sensor779,FLOAT
root.DianChang.d2.sensor780,FLOAT
root.DianChang.d2.sensor781,FLOAT
root.DianChang.d2.sensor782,FLOAT
root.DianChang.d2.sensor783,FLOAT
root.DianChang.d2.sensor784,FLOAT
root.DianChang.d2.sensor785,FLOAT
root.DianChang.d2.sensor786,FLOAT
root.DianChang.d2.sensor787,FLOAT
root.DianChang.d2.sensor788,FLOAT
root.DianChang.d2.sensor789,FLOAT
root.DianChang.d2.sensor790,FLOAT
root.DianChang.d2.sensor791,FLOAT
root.DianChang.d2.sensor792,FLOAT
root.DianChang.d2.sensor793,FLOAT
root.DianChang.d2.sensor794,FLOAT
root.DianChang.d2.sensor795,FLOAT
root.DianChang.d2.sensor796,FLOAT
root.DianChang.d2.sensor797,FLOAT
root.DianChang.d2.sensor798,FLOAT
root.DianChang.d2.sensor799,FLOAT
root.DianChang.d2.sensor800,FLOAT
root.DianChang.d2.sensor801,FLOAT
root.DianChang.d2.sensor802,FLOAT
root.DianChang.d2.sensor803,FLOAT
root.DianChang.d2.sensor804,FLOAT
root.DianChang.d2.sensor805,FLOAT
root.DianChang.d2.sensor806,FLOAT
root.DianChang.d2.sensor807,FLOAT
root.DianChang.d2.sensor808,FLOAT
root.DianChang.d2.sensor809,FLOAT
root.DianChang.d2.sensor810,FLOAT
root.DianChang.d2.sensor811,FLOAT
root.DianChang.d2.sensor812,FLOAT
root.DianChang.d2.sensor813,FLOAT
root.DianChang.d2.sensor814,FLOAT
root.DianChang.d2.sensor815,FLOAT
root.DianChang.d2.sensor816,FLOAT
root.DianChang.d2.sensor817,FLOAT
root.DianChang.d2.sensor818,FLOAT
root.DianChang.d2.sensor819,FLOAT
root.DianChang.d2.sensor820,FLOAT
root.DianChang.d2.sensor821,FLOAT
root.DianChang.d2.sensor822,FLOAT
root.DianChang.d2.sensor823,FLOAT
root.DianChang.d2.sensor824,FLOAT
root.DianChang.d2.sensor825,FLOAT
root.DianChang.d2.sensor826,FLOAT
root.DianChang.d2.sensor827,FLOAT
root.DianChang.d2.sensor828,FLOAT
root.DianChang.d2.sensor829,FLOAT
root.DianChang.d2.sensor830,FLOAT
root.DianChang.d2.sensor831,FLOAT
root.DianChang.d2.sensor832,FLOAT
root.DianChang.d2.sensor833,FLOAT
root.DianChang.d2.sensor834,FLOAT
root.DianChang.d2.sensor835,FLOAT
root.DianChang.d2.sensor836,FLOAT
root.DianChang.d2.sensor837,FLOAT
root.DianChang.d2.sensor838,FLOAT
root.DianChang.d2.sensor839,FLOAT
root.DianChang.d2.sensor840,FLOAT
root.DianChang.d2.sensor841,FLOAT
root.DianChang.d2.sensor842,FLOAT
root.DianChang.d2.sensor843,FLOAT
root.DianChang.d2.sensor844,FLOAT
root.DianChang.d2.sensor845,FLOAT
root.DianChang.d2.sensor846,FLOAT
root.DianChang.d2.sensor847,FLOAT
root.DianChang.d2.sensor848,FLOAT
root.DianChang.d2.sensor849,FLOAT
root.DianChang.d2.sensor850,FLOAT
root.DianChang.d2.sensor851,FLOAT
root.DianChang.d2.sensor852,FLOAT
root.DianChang.d2.sensor853,FLOAT
root.DianChang.d2.sensor854,FLOAT
root.DianChang.d2.sensor855,FLOAT
root.DianChang.d2.sensor856,FLOAT
root.DianChang.d2.sensor857,FLOAT
root.DianChang.d2.sensor858,FLOAT
root.DianChang.d2.sensor859,FLOAT
root.DianChang.d2.sensor860,FLOAT
root.DianChang.d2.sensor861,FLOAT
root.DianChang.d2.sensor862,FLOAT
root.DianChang.d2.sensor863,FLOAT
root.DianChang.d2.sensor864,FLOAT
root.DianChang.d2.sensor865,FLOAT
root.DianChang.d2.sensor866,FLOAT
root.DianChang.d2.sensor867,FLOAT
root.DianChang.d2.sensor868,FLOAT
root.DianChang.d2.sensor869,FLOAT
root.DianChang.d2.sensor870,FLOAT
root.DianChang.d2.sensor871,FLOAT
root.DianChang.d2.sensor872,FLOAT
root.DianChang.d2.sensor873,FLOAT
root.DianChang.d2.sensor874,FLOAT
root.DianChang.d2.sensor875,FLOAT
root.DianChang.d2.sensor876,FLOAT
root.DianChang.d2.sensor877,FLOAT
root.DianChang.d2.sensor878,FLOAT
root.DianChang.d2.sensor879,FLOAT
root.DianChang.d2.sensor880,FLOAT
root.DianChang.d2.sensor881,FLOAT
root.DianChang.d2.sensor882,FLOAT
root.DianChang.d2.sensor883,FLOAT
root.DianChang.d2.sensor884,FLOAT
root.DianChang.d2.sensor885,FLOAT
root.DianChang.d2.sensor886,FLOAT
root.DianChang.d2.sensor887,FLOAT
root.DianChang.d2.sensor888,FLOAT
root.DianChang.d2.sensor889,FLOAT
root.DianChang.d2.sensor890,FLOAT
root.DianChang.d2.sensor891,FLOAT
root.DianChang.d2.sensor892,FLOAT
root.DianChang.d2.sensor893,FLOAT
root.DianChang.d2.sensor894,FLOAT
root.DianChang.d2.sensor895,FLOAT
root.DianChang.d2.sensor896,FLOAT
root.DianChang.d2.sensor897,FLOAT
root.DianChang.d2.sensor898,FLOAT
root.DianChang.d2.sensor899,FLOAT
root.DianChang.d2.sensor900,FLOAT
root.DianChang.d2.sensor901,FLOAT
root.DianChang.d2.sensor902,FLOAT
root.DianChang.d2.sensor903,FLOAT
root.DianChang.d2.sensor904,FLOAT
root.DianChang.d2.sensor905,FLOAT
root.DianChang.d2.sensor906,FLOAT
root.DianChang.d2.sensor907,FLOAT
root.DianChang.d2.sensor908,FLOAT
root.DianChang.d2.sensor909,FLOAT
root.DianChang.d2.sensor910,FLOAT
root.DianChang.d2.sensor911,FLOAT
root.DianChang.d2.sensor912,FLOAT
root.DianChang.d2.sensor913,FLOAT
root.DianChang.d2.sensor914,FLOAT
root.DianChang.d2.sensor915,FLOAT
root.DianChang.d2.sensor916,FLOAT
root.DianChang.d2.sensor917,FLOAT
root.DianChang.d2.sensor918,FLOAT
root.DianChang.d2.sensor919,FLOAT
root.DianChang.d2.sensor920,FLOAT
root.DianChang.d2.sensor921,FLOAT
root.DianChang.d2.sensor922,FLOAT
root.DianChang.d2.sensor923,FLOAT
root.DianChang.d2.sensor924,FLOAT
root.DianChang.d2.sensor925,FLOAT
root.DianChang.d2.sensor926,FLOAT
root.DianChang.d2.sensor927,FLOAT
root.DianChang.d2.sensor928,FLOAT
root.DianChang.d2.sensor929,FLOAT
root.DianChang.d2.sensor930,FLOAT
root.DianChang.d2.sensor931,FLOAT
root.DianChang.d2.sensor932,FLOAT
root.DianChang.d2.sensor933,FLOAT
root.DianChang.d2.sensor934,FLOAT
root.DianChang.d2.sensor935,FLOAT
root.DianChang.d2.sensor936,FLOAT
root.DianChang.d2.sensor937,FLOAT
root.DianChang.d2.sensor938,FLOAT
root.DianChang.d2.sensor939,FLOAT
root.DianChang.d2.sensor940,FLOAT
root.DianChang.d2.sensor941,FLOAT
root.DianChang.d2.sensor942,FLOAT
root.DianChang.d2.sensor943,FLOAT
root.DianChang.d2.sensor944,FLOAT
root.DianChang.d2.sensor945,FLOAT
root.DianChang.d2.sensor946,FLOAT
root.DianChang.d2.sensor947,FLOAT
root.DianChang.d2.sensor948,FLOAT
root.DianChang.d2.sensor949,FLOAT
root.DianChang.d2.sensor950,FLOAT
root.DianChang.d2.sensor951,FLOAT
root.DianChang.d2.sensor952,FLOAT
root.DianChang.d2.sensor953,FLOAT
root.DianChang.d2.sensor954,FLOAT
root.DianChang.d2.sensor955,FLOAT
root.DianChang.d2.sensor956,FLOAT
root.DianChang.d2.sensor957,FLOAT
root.DianChang.d2.sensor958,FLOAT
root.DianChang.d2.sensor959,FLOAT
root.DianChang.d2.sensor960,FLOAT
root.DianChang.d2.sensor961,FLOAT
root.DianChang.d2.sensor962,FLOAT
root.DianChang.d2.sensor963,FLOAT
root.DianChang.d2.sensor964,FLOAT
root.DianChang.d2.sensor965,FLOAT
root.DianChang.d2.sensor966,FLOAT
root.DianChang.d2.sensor967,FLOAT
root.DianChang.d2.sensor968,FLOAT
root.DianChang.d2.sensor969,FLOAT
root.DianChang.d2.sensor970,FLOAT
root.DianChang.d2.sensor971,FLOAT
root.DianChang.d2.sensor972,FLOAT
root.DianChang.d2.sensor973,FLOAT
root.DianChang.d2.sensor974,FLOAT
root.DianChang.d2.sensor975,FLOAT
root.DianChang.d2.sensor976,FLOAT
root.DianChang.d2.sensor977,FLOAT
root.DianChang.d2.sensor978,FLOAT
root.DianChang.d2.sensor979,FLOAT
root.DianChang.d2.sensor980,FLOAT
root.DianChang.d2.sensor981,FLOAT
root.DianChang.d2.sensor982,FLOAT
root.DianChang.d2.sensor983,FLOAT
root.DianChang.d2.sensor984,FLOAT
root.DianChang.d2.sensor985,FLOAT
root.DianChang.d2.sensor986,FLOAT
root.DianChang.d2.sensor987,FLOAT
root.DianChang.d2.sensor988,FLOAT
root.DianChang.d2.sensor989,FLOAT
root.DianChang.d2.sensor990,FLOAT
root.DianChang.d2.sensor991,FLOAT
root.DianChang.d2.sensor992,FLOAT
root.DianChang.d2.sensor993,FLOAT
root.DianChang.d2.sensor994,FLOAT
root.DianChang.d2.sensor995,FLOAT
root.DianChang.d2.sensor996,FLOAT
root.DianChang.d2.sensor997,FLOAT
root.DianChang.d2.sensor998,FLOAT
root.DianChang.d2.sensor999,FLOAT
root.DianChang.d2.sensor1000,FLOAT